timestamp,cells_1_counters_errors_rrc_connection_reestablishment_reject_no_match,cells_1_counters_messages_handover_command,cells_1_counters_messages_handover_preparation,cells_1_counters_messages_handover_source_success,cells_1_counters_messages_handover_target_success,cells_1_counters_messages_nr_rrc_dl_information_transfer,cells_1_counters_messages_nr_rrc_paging,cells_1_counters_messages_nr_rrc_reconfiguration,cells_1_counters_messages_nr_rrc_reconfiguration_complete,cells_1_counters_messages_nr_rrc_reestablishment_request,cells_1_counters_messages_nr_rrc_release,cells_1_counters_messages_nr_rrc_security_mode_command,cells_1_counters_messages_nr_rrc_security_mode_complete,cells_1_counters_messages_nr_rrc_setup,cells_1_counters_messages_nr_rrc_setup_complete,cells_1_counters_messages_nr_rrc_setup_request,cells_1_counters_messages_nr_rrc_ue_capability_enquiry,cells_1_counters_messages_nr_rrc_ue_capability_information,cells_1_counters_messages_nr_rrc_ul_information_transfer,cells_1_counters_messages_prach,cells_1_dl_bitrate,cells_1_dl_data_use_avg,cells_1_dl_data_use_max,cells_1_dl_data_use_min,cells_1_dl_err,cells_1_dl_gbr_use_avg,cells_1_dl_gbr_use_max,cells_1_dl_gbr_use_min,cells_1_dl_retx,cells_1_dl_sched_users_avg,cells_1_dl_sched_users_max,cells_1_dl_sched_users_min,cells_1_dl_tx,cells_1_dl_use_avg,cells_1_dl_use_max,cells_1_dl_use_min,cells_1_drb_count_avg,cells_1_drb_count_max,cells_1_drb_count_min,cells_1_ue_active_count_avg,cells_1_ue_active_count_max,cells_1_ue_active_count_min,cells_1_ue_count_avg,cells_1_ue_count_max,cells_1_ue_count_min,cells_1_ue_inactive_count_avg,cells_1_ue_inactive_count_max,cells_1_ue_inactive_count_min,cells_1_ul_bitrate,cells_1_ul_data_use_avg,cells_1_ul_data_use_max,cells_1_ul_data_use_min,cells_1_ul_err,cells_1_ul_gbr_use_avg,cells_1_ul_gbr_use_max,cells_1_ul_gbr_use_min,cells_1_ul_retx,cells_1_ul_sched_users_avg,cells_1_ul_sched_users_max,cells_1_ul_sched_users_min,cells_1_ul_tx,cells_1_ul_use_avg,cells_1_ul_use_max,cells_1_ul_use_min,counters_messages_5gs_nas_authentication_request,counters_messages_5gs_nas_authentication_response,counters_messages_5gs_nas_configuration_update_command,counters_messages_5gs_nas_deregistration_request_ul,counters_messages_5gs_nas_dl_nas_transport,counters_messages_5gs_nas_identity_request,counters_messages_5gs_nas_identity_response,counters_messages_5gs_nas_pdu_session_establishment_accept,counters_messages_5gs_nas_pdu_session_establishment_request,counters_messages_5gs_nas_pdu_session_release_command,counters_messages_5gs_nas_pdu_session_release_complete,counters_messages_5gs_nas_pdu_session_release_request,counters_messages_5gs_nas_registration_accept,counters_messages_5gs_nas_registration_complete,counters_messages_5gs_nas_registration_request,counters_messages_5gs_nas_security_mode_command,counters_messages_5gs_nas_security_mode_complete,counters_messages_5gs_nas_service_accept,counters_messages_5gs_nas_service_reject,counters_messages_5gs_nas_service_request,counters_messages_5gs_nas_ul_nas_transport,counters_messages_diam_cea,counters_messages_diam_cer,counters_messages_diam_maa,counters_messages_diam_mar,counters_messages_ng_downlink_nas_transport,counters_messages_ng_initial_context_setup_request,counters_messages_ng_initial_context_setup_response,counters_messages_ng_initial_ue_message,counters_messages_ng_paging,counters_messages_ng_pdu_session_resource_release_command,counters_messages_ng_pdu_session_resource_release_response,counters_messages_ng_pdu_session_resource_setup_request,counters_messages_ng_pdu_session_resource_setup_response,counters_messages_ng_setup_request,counters_messages_ng_setup_response,counters_messages_ng_ue_context_release_command,counters_messages_ng_ue_context_release_complete,counters_messages_ng_ue_context_release_request,counters_messages_ng_ue_radio_capability_info_indication,counters_messages_ng_uplink_nas_transport,duration,emm_registered_ue_count,instance_id,message,message_id,ng_connections_0_cn_connected_ue_count,ng_connections_0_ip_addr,ng_connections_0_plmn,ng_connections_0_ran_id,ng_connections_0_ran_id_type,ng_connections_0_ta_list_0_plmn,ng_connections_0_ta_list_0_tac,pdn_list_0_access_point_name,pdn_list_0_dl_bytes,pdn_list_0_ul_bytes,pdn_list_1_access_point_name,pdn_list_1_dl_bytes,pdn_list_1_ul_bytes,pdn_list_2_access_point_name,pdn_list_2_dl_bytes,pdn_list_2_ul_bytes,pdn_list_3_access_point_name,pdn_list_3_dl_bytes,pdn_list_3_ul_bytes,pdn_list_4_access_point_name,pdn_list_4_dl_bytes,pdn_list_4_ul_bytes,rf_ports_0_rxtx_delay_avg,rf_ports_0_rxtx_delay_max,rf_ports_0_rxtx_delay_min,rf_ports_0_rxtx_delay_sd,time,ue_list_0_5g_tmsi,ue_list_0_amf_ue_id,ue_list_0_bearers_0_apn,ue_list_0_bearers_0_dl_total_bytes,ue_list_0_bearers_0_ip,ue_list_0_bearers_0_pdu_session_id,ue_list_0_bearers_0_qos_flow_id,ue_list_0_bearers_0_sst,ue_list_0_bearers_0_ul_total_bytes,ue_list_0_cells_0_cell_id,ue_list_0_imeisv,ue_list_0_imsi,ue_list_0_ran_ue_id,ue_list_0_rat_type,ue_list_0_registered,ue_list_0_rnti,ue_list_0_t3512,ue_list_0_tac,ue_list_0_tac_plmn,ue_list_0_ue_aggregate_max_bitrate_dl,ue_list_0_ue_aggregate_max_bitrate_ul,ue_list_1_5g_tmsi,ue_list_1_amf_ue_id,ue_list_1_bearers_0_apn,ue_list_1_bearers_0_dl_total_bytes,ue_list_1_bearers_0_ip,ue_list_1_bearers_0_ipv6,ue_list_1_bearers_0_pdu_session_id,ue_list_1_bearers_0_qos_flow_id,ue_list_1_bearers_0_sst,ue_list_1_bearers_0_ul_total_bytes,ue_list_1_bearers_1_apn,ue_list_1_bearers_1_dl_total_bytes,ue_list_1_bearers_1_ip,ue_list_1_bearers_1_pdu_session_id,ue_list_1_bearers_1_qos_flow_id,ue_list_1_bearers_1_sst,ue_list_1_bearers_1_ul_total_bytes,ue_list_1_cells_0_cell_id,ue_list_1_imeisv,ue_list_1_imsi,ue_list_1_ran_id,ue_list_1_ran_plmn,ue_list_1_ran_ue_id,ue_list_1_rat_type,ue_list_1_registered,ue_list_1_rnti,ue_list_1_t3512,ue_list_1_tac,ue_list_1_tac_plmn,ue_list_1_ue_aggregate_max_bitrate_dl,ue_list_1_ue_aggregate_max_bitrate_ul,ue_list_2_amf_ue_id,ue_list_2_cells_0_cell_id,ue_list_2_ran_ue_id,ue_list_2_rnti,users_max_registered,users_total,utc,anomaly
2024-06-14 15:36:04.976241,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,6160.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.005,1.0,0.0,2.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.137,0.314,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.134,3.452,2.864,0.141,4895.432,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368564.972,0
2024-06-14 15:36:06.519572,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,6520.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.005,1.0,0.0,2.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.314,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.134,3.452,2.864,0.141,4896.975,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368566.515,0
2024-06-14 15:36:08.085848,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,4320.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,1.0,0.005,1.0,0.0,3.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2580.0,0.001,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.006,1.0,0.0,1.0,0.139,0.529,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.134,3.452,2.831,0.14,4898.542,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368568.082,0
2024-06-14 15:36:09.640585,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,8620.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.005,1.0,0.0,3.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,5320.0,0.006,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.013,1.0,0.0,2.0,0.143,0.882,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.134,3.452,2.831,0.141,4900.096,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368569.636,0
2024-06-14 15:36:11.202784,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,2820.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,2.0,0.006,1.0,0.0,1.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.314,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.134,3.452,2.864,0.141,4901.658,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368571.198,0
2024-06-14 15:36:12.778467,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,9480.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,4.0,0.013,1.0,0.0,4.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,7980.0,0.009,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.019,1.0,0.0,3.0,0.147,0.882,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.137,3.452,2.831,0.141,4903.234,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368572.774,0
2024-06-14 15:36:14.385026,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,107380.0,0.001,0.255,0.0,0.0,0.0,0.0,0.0,7.0,0.03,2.0,0.0,12.0,0.018,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,178720.0,0.027,0.922,0.0,0.0,0.0,0.0,0.0,1.0,0.081,1.0,0.0,12.0,0.164,1.0,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.133,3.452,2.764,0.141,4904.841,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368574.381,0
2024-06-14 15:36:15.966593,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,9020.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,1.0,0.006,1.0,0.0,3.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2660.0,0.004,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.006,1.0,0.0,1.0,0.141,0.882,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.134,3.452,2.831,0.14,4906.422,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368575.962,0
2024-06-14 15:36:17.536857,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,2400.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,2.0,0.006,1.0,0.0,2.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.002,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.006,1.0,0.0,0.0,0.139,0.667,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.134,3.452,2.864,0.14,4907.993,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368577.532,0
2024-06-14 15:36:19.128961,1.0,,,,,13.0,29.0,98.0,98.0,1.0,83.0,84.0,84.0,85.0,85.0,84.0,6.0,6.0,31.0,304.0,2460.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.002,1.0,0.0,1.0,0.017,0.529,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.314,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,13,84,84,85,29,4,4,9,9,1,1,83,83,82,3,31,0.4,,666c2615,ue_get,ue_get_enb,,,,,,,,,,,,,,,,,,,,,,,3.136,3.452,2.831,0.14,4909.585,,184.0,,,,,,,,1.0,,,130.0,,,18050.0,,,,,,,181.0,,,,,,,,,,,,,,,,1.0,,,,,127.0,,,18047.0,,,,,,,,,,,,1718368579.125,0
